1660.6 1134.6 -604.4
-451.23 1957.8 -611.12
-1982.9 297.36 -624.37
-1007.3 -1726.6 -643.71
1218.1 -1574.5 -668.62
1909.4 525.76 -698.48
249.21 1952.2 -732.67
-1687 985.13 -770.53
-1559.4 -1148.8 -811.52
422.77 -1870.8 -855.14
1860.8 -368.4 -900.9
1085.2 1527.4 -948.42
-928.96 1597.6 -997.33
-1811.7 -175.46 -1047.4
-591.74 -1689.3 -1098.2
1257.5 -1227.7 -1149.6
1613.1 603.9 -1201.4
140.26 1679.1 -1253.4
-1421.8 827.48 -1305.3
-1324.6 -902.33 -1357
233.65 -1540.2 -1408.3
1443.6 -444.23 -1459
994.54 1069.5 -1509
-508.83 1312.8 -1558.1
-1348.2 112.77 -1606.1
-663.62 -1112.5 -1652.9
674.21 -1035.1 -1698.2
1164.2 141.1 -1742
366.58 1045.4 -1784
-727.67 743.74 -1824.1
-923.41 -300.03 -1862.1
-132.2 -889.41 -1897.7
676.12 -473.45 -1931
659.82 355.87 -1961.6
-18.012 671.96 -1989.5
-535.54 255 -2014.5
-408.09 -310.46 -2036.4
71.591 -425.33 -2055.2
330.37 -113 -2070.8
200.61 176.14 -2083
-26.662 184.16 -2091.7
-91.579 63.17 -2097.1
-64.323 25.08 -2098.9
-107.49 17.943 -2097.2
-146.32 -110.55 -2092
17.75 -263.59 -2083.3
311.18 -152.11 -2071.2
348.96 248.72 -2055.8
-68.813 505.34 -2037.1
-556.46 197.42 -2015.3
-485.98 -460.55 -1990.4
214.07 -715.74 -1962.6
810.31 -143.06 -1932.1
534.18 720.24 -1898.9
-439.4 863.12 -1863.3
-1038.1 -10.928 -1825.4
-479.45 -996.18 -1785.4
721.69 -921.65 -1743.5
1206.7 254.12 -1699.8
317.56 1253.8 -1654.5
-1031.1 872.97 -1607.7
-1286.8 -566.94 -1559.8
-53.93 -1457.7 -1510.7
1332.9 -706.84 -1460.7
1660.6 1134.6 -604.4
-451.23 1957.8 -611.12
-1982.9 297.36 -624.37
-1007.3 -1726.6 -643.71
1218.1 -1574.5 -668.62
1909.4 525.76 -698.48
249.21 1952.2 -732.67
-1687 985.13 -770.53
-1559.4 -1148.8 -811.52
422.77 -1870.8 -855.14
1860.8 -368.4 -900.9
1085.2 1527.4 -948.42
-928.96 1597.6 -997.33
-1811.7 -175.46 -1047.4
-591.74 -1689.3 -1098.2
1257.5 -1227.7 -1149.6
1613.1 603.9 -1201.4
140.26 1679.1 -1253.4
-1421.8 827.48 -1305.3
-1324.6 -902.33 -1357
233.65 -1540.2 -1408.3
1443.6 -444.23 -1459
994.54 1069.5 -1509
-508.83 1312.8 -1558.1
-1348.2 112.77 -1606.1
-663.62 -1112.5 -1652.9
674.21 -1035.1 -1698.2
1164.2 141.1 -1742
366.58 1045.4 -1784
-727.67 743.74 -1824.1
-923.41 -300.03 -1862.1
-132.2 -889.41 -1897.7
676.12 -473.45 -1931
659.82 355.87 -1961.6
-18.012 671.96 -1989.5
-535.54 255 -2014.5
-408.09 -310.46 -2036.4
71.591 -425.33 -2055.2
330.37 -113 -2070.8
200.61 176.14 -2083
-26.662 184.16 -2091.7
-91.579 63.17 -2097.1
-64.323 25.08 -2098.9
-107.49 17.943 -2097.2
-146.32 -110.55 -2092
17.75 -263.59 -2083.3
311.18 -152.11 -2071.2
348.96 248.72 -2055.8
-68.813 505.34 -2037.1
-556.46 197.42 -2015.3
-485.98 -460.55 -1990.4
214.07 -715.74 -1962.6
810.31 -143.06 -1932.1
534.18 720.24 -1898.9
-439.4 863.12 -1863.3
-1038.1 -10.928 -1825.4
-479.45 -996.18 -1785.4
721.69 -921.65 -1743.5
1206.7 254.12 -1699.8
317.56 1253.8 -1654.5
-1031.1 872.97 -1607.7
-1286.8 -566.94 -1559.8
-53.93 -1457.7 -1510.7
1332.9 -706.84 -1460.7
