616.18 1619.4 4732.8
-1311.5 1172.1 4723.1
-1604.9 -818.6 4706.9
178.91 -1850.9 4684.5
1852.7 -543.56 4655.5
1256.9 1573.5 4620.2
-1012.4 1847.6 4578.6
-2197 -218.38 4530.8
-704.91 -2205.6 4476.6
1820 -1607.5 4416.5
2315.2 1056.3 4350.4
-11.022 2664.3 4278.1
-2539.1 1145.7 4200.2
-2195.1 -1907.2 4116.6
838.97 -2911.9 4027.2
3113.7 -493.27 3932.5
1840.9 2706.7 3832.3
-1718.8 2925.5 3726.9
-3497.3 -304.69 3616.4
-1274.2 -3394.2 3500.9
2586.4 -2698.7 3380.8
3657.6 1192.6 3255.8
531.8 3916.9 3126.7
-3378.1 2243 2993.1
-3578.2 -2108.2 2855.6
336.88 -4233.4 2714
4035.8 -1585.8 2568.7
3259 2987.2 2420
-1273.1 4317 2268
-4510.6 769.04 2113
-2718 -3767.2 1954.9
2213.2 -4157.4 1794.2
4766.4 153.82 1631.1
1988.4 4393.2 1465.8
-3093.1 3761.5 1298.4
-4782.1 -1121.6 1129.3
-1116.7 -4820.3 958.67
3852.4 -3152.9 786.7
4554.3 2069.8 613.66
160.07 5018.2 439.78
-4439.8 2370.5 265.29
-4096.1 -2935.2 90.458
818.68 -4972.4 -84.506
4815.3 -1465.3 -259.35
3437.3 3660.5 -433.86
-1754.9 4685.3 -607.76
-4954.3 496.94 -780.82
-2621.2 -4197.9 -952.83
2587.2 -4176.9 -1123.5
4848.7 470.5 -1292.7
1703.1 4513.1 -1460.1
-3261.1 3482 -1625.5
-4507.4 -1373.1 -1788.7
-744.55 -4587.7 -1949.5
3734 -2649.2 -2107.6
3956.4 2151.4 -2262.8
-189.92 4419.7 -2415
-3976.8 1735.9 -2563.7
-3235.7 -2755.4 -2709.2
1037.6 -4024.7 -2850.8
3977.6 -805.88 -2988.5
2398 3146.8 -3122.1
-1742.2 3434.1 -3251.6
-3740.9 -76.707 -3376.6
-1350.3 2410 4215.5
-2875.5 -229.82 4132.8
-1043.8 -2820.1 4044.6
2198.9 -2226.4 3950.7
3065.2 1082.5 3851.6
344.69 3352.9 3747.2
-2980.5 1812.6 3637.6
-3017.1 -1971.1 3523.2
487.05 -3684.9 3403.9
3635.7 -1193.8 3280
2730 2831.4 3151.5
-1393.7 3787.6 3018.8
-4114.3 410.36 2881.8
-2218.9 -3600.7 2741.1
2312.1 -3648.8 2596.6
4378.5 485.58 2448.6
1515.3 4222.5 2297.2
-3177.9 3272.8 2142.6
-4405.2 -1433.6 1985.1
-664.21 -4650.9 1824.9
3930.4 -2681.7 1662.3
4188.7 2369.6 1497.3
-278.44 4853.3 1330.3
-4516.3 1911.9 1161.5
-3739.9 -3229.8 991.16
1250.3 -4813.2 819.42
4894.5 -1013.5 646.55
3086.8 3956 472.81
-2186.7 4531 298.43
-5038.3 45.003 123.64
-2271.4 -4498.8 -51.313
3025.7 -4024.4 -226.21
4937.3 929.67 -400.78
1347 4822.4 -574.81
-3711.5 3326.6 -748.06
-4598.4 -1846.3 -920.28
-374.91 -4906.2 -1091.3
4200 -2484.3 -1260.8
4045.4 2644.7 -1428.5
-580.29 4745.8 -1594.3
-4460.4 1554.5 -1758
-3317.2 -3273.5 -1919.2
1455.4 -4355 -2077.8
4478 -600.18 -2233.6
2464.1 3692.4 -2386.2
-2193.2 3763.2 -2535.8
-4255.6 -314.24 -2681.9
-1546.5 -3877.4 -2824.1
2746 -3013.9 -2962.7
3813 1127.3 -3097.1
627.96 3819.9 -3227.3
-3079.4 2162.2 -3353.3
-3185.1 -1784.8 -3474.5
227.58 -3529.1 -3591
3175.2 -1269.3 -3702.5
2420 2244.1 -3809.2
-960.98 3030.9 -3910.4
-3031.3 399.99 -4006.6
-1575.7 -2476.5 -4097.1
1522.1 -2365.4 -4181.9
2663.8 383.35 -4261.3
715.39 2469.8 -4334.6
-1873.3 1585.2 -4402.2
-2104 -1024.6 -4463.8
